Id,Predicted
123897,460821.7089
43550,488157.0018
94084,374889.9006
63629,414466.399
163153,434630.6586
165076,633450.0493
55701,329775.9114
19310,345296.3049
18205,277450.4788
59608,341569.7128
60785,439876.9148
51513,306091.6706
145397,381190
101693,412753.2871
164688,445065.9615
82863,359943.7763
1754,275038.4325
5376,383171.9894
130074,444487.7751
102843,712407.5727
29760,407509.09
130642,387583.6002
31347,414327.1259
24205,315265.9849
165100,485036.2143
81514,482497.9911
116369,544666.7795
84639,380699.8267
97982,464362.8059
91083,490060.7393
149132,381064.1767
41826,379815.0584
52033,304123.2281
21665,301359.6937
62257,303346.4534
10102,349195.5311
23904,308147.8277
179693,614448.0981
144227,473275.1877
120211,337552.9432
173440,402294.3678
46749,338374.1484
96942,463538.0473
183177,557728.1053
35398,310090.7958
30263,306436.8722
48194,376825.3629
129424,469758.3333
110123,373445.91
60370,476794.7548
33837,341477.1521
108049,499712.5397
78656,478138.0743
7172,311147.7446
66304,377969.0839
78058,407558.7371
176324,672229.6867
165880,550819.6634
93902,368720.1044
116039,356778.5133
151166,456547.9909
40210,311401.9512
98367,316315.0548
160925,531132.7392
104371,499336.5354
78415,503255.6184
83660,549772.4297
121434,602690.1927
78336,502495
52510,355839.4416
64261,359683.0967
97749,419411.8443
172084,442535.5551
52569,301755.3175
57400,410513.9531
169875,579357.5544
58398,532487.9192
183622,621173.2831
48753,561246.6667
130190,538006.6648
108466,390701.4733
157786,530895.8622
95190,383507.1028
87452,454790.3978
142203,487175.069
130773,534319.7727
168853,427879.89
64684,334180.6497
57446,327933.2607
153747,423473.8135
159666,446816.4597
71555,393384.8549
134319,623305.2546
93943,492320.8655
109872,480024.881
177223,602223.5949
93784,510905.7432
6380,302017.4561
132297,383548.2919
125110,475611.2811
36843,274927.8847
121955,343954.1005
82973,457064.4578
103986,406413.9861
97824,427692.9543
64151,377615.5388
165946,419718.5501
159307,437410.3433
131434,401286.9349
8556,440600.5238
37868,320932.3878
14032,309830.6407
21341,368036.1381
135288,555524.7488
50116,332169.3611
97940,449699.6285
162134,419900.3497
166998,457053.95
137392,511574.9187
1460,293032.9817
171905,566293.4735
175067,608880.7045
172514,571447.6983
17738,354048.9063
67047,452598.1156
124014,516678.8571
185762,716223.3024
1311,212676.6519
119140,550849.9603
142546,491898.4858
114400,269240.1686
22406,431789.3571
92766,567527.1941
60485,482294.5248
91648,464660.4343
132526,709429.1759
25180,380203.3
48904,280270.106
146550,429129.8896
19407,567260.0229
47699,251280.7913
2620,277317.6768
174106,556397.5753
112846,440344.9836
83926,443517.6153
64285,291350.0834
5733,310428.227
87638,466335.7001
53604,347812.9377
53244,489539.0119
82872,359943.7763
66096,345839.2443
173642,439217.1548
145405,445991.812
90156,538882.6445
180075,686448.5199
5153,299150.291
134959,429615.0714
64342,377193.7698
51154,467627.1684
40845,266366.1217
170881,697990.169
106257,530985.8387
114464,330770.7289
97370,406566.6061
172227,488457.8109
151941,419619.8356
107035,418634.6762
135274,455400.2063
169795,570278.8365
83718,420184.507
42632,276624.9076
68198,404655.828
112707,406647.9341
36740,377639.2039
42954,340604.943
5921,352538.7991
40850,266366.1217
44668,303403.0304
21263,300821.2551
162241,578152.4412
81902,427002.6604
169151,597536.0459
154334,482406.4506
59218,433515.953
37714,365691.4048
106222,590616.1277
139069,520187.2344
4425,423757.3886
140007,482497.9911
90024,391350.6947
153101,401721.5494
37538,292646.1346
32399,338439.5839
38946,340341.6026
151272,485486.4716
95430,450767.2741
101750,621228.9368
16356,335081.7503
131496,425712.4057
167864,494305.46
17832,310978.2287
106738,374854.3378
33431,265283.5665
164505,465636.6427
47565,371189.9514
99660,425755.4085
20200,309329.1909
28507,501779.2432
43495,475585.9531
23794,341050.381
40297,306242.9876
53944,517940.0364
11040,734940.2294
106585,437896.764
70050,440699.0708
75026,455482.6542
142562,541906.7289
113332,436085.883
104548,697700.6522
159065,466232.4133
157589,450706.2022
26850,299697.5737
83917,380319.3442
124331,413157.5389
58018,285335.7182
163913,597536.0459
109105,435409.5779
97862,424380.3868
16478,293670.4899
35187,288349.7029
25446,339817.3518
47828,412140.2611
123220,467549.7252
16366,335081.7503
144449,389049.9309
39920,268933.5705
160888,457451.1353
47978,315153.9897
14331,343380.2893
60334,285214.6204
49737,262330.9171
98533,297242.2619
38375,294145.9868
176978,602550.6785
60474,482294.5248
163806,569931.4076
4654,304029.6548
130912,427563.2738
115098,457393.1862
56214,300064.0229
63720,340491.4345
143496,543796.2206
33941,342195.4621
66720,291194.9927
29518,262851.7849
68026,617757.421
161546,599968.3291
118804,336636.1656
126852,408589.6225
102392,457290.8412
49738,251624.9023
49424,374647.2152
18184,357313.3276
5408,380765.1104
157571,453978.3211
111705,622889.6025
179891,728208.1412
76587,330770.7289
2629,263551.9649
119008,397265.6556
128414,314377.8478
162481,396468.2294
39075,340587.806
113444,586548.7378
58984,364328.5486
134087,403602.2439
27723,286737.8665
61426,635432.0427
26496,278286.7821
8183,405059.1776
96508,529391.1452
56072,336720.4373
77192,383168.0595
84054,501610.9416
55624,349443.1764
163711,463303.5238
29219,472149.1429
81813,445390.3605
181000,743215.4906
143894,430847.6058
141800,506270.9722
30009,320497.7449
45917,248965.5256
14425,339642.2148
23268,291469.1341
1284,221285.3227
69986,504950.2189
134779,553406.8495
78114,427796.2198
128833,393882.3735
129335,415025.5011
56632,342665.0107
46967,274775.4214
146611,378018.1228
37748,295030.2364
156600,478642.4091
105167,341528.1169
35572,286542.0302
154900,478778.8333
68778,374707.6929
40761,497500.0211
76922,379378.5873
57737,292494.0299
63946,454699.6228
111235,369849.1635
114882,449528.9646
12676,245448.7637
138376,431097.9019
90637,416010.63
184522,583883.8663
92974,333496.2181
8857,285775.7004
27895,316242.7356
156181,603333.1677
41834,547245.1483
157391,598678.843
143702,399709.749
185912,710326.2065
11229,315418.5984
41300,311768.4514
72247,351312.18
83180,502997.8691
148335,546120.309
7890,408583.7973
135138,422166.665
27131,316124.6168
166558,630175.8864
131032,425717.6205
74357,398842.0642
156049,393628.2143
69414,659154.3958
97276,386368.0845
82842,359943.7763
148527,462902.1732
144752,456284.5444
18175,357313.3276
11905,306852.0593
171029,474346.9615
59320,419171.5415
84110,389180.5126
78965,615388.1191
85951,571934.0419
163141,472808.3732
109999,415355.3568
147801,415254.3167
139213,409140.5931
126460,593123.3993
28015,378292.1548
181431,637878.9723
52696,539490.9859
50605,315133.6962
165242,465636.6427
48813,284986.8366
110483,584945.4167
89306,376105.9463
133442,364648.2312
65829,531653.9026
87579,363481.2442
91465,438023.1548
73701,429477.5933
15530,364225.2155
18230,367208.9582
97193,418614.3757
166625,637599.3794
33195,375093.7886
136148,456373.2522
165033,670013.3697
21315,356347.9663
91814,348085.384
16891,465592.801
107918,437909.1804
79471,399393.7841
21862,457438.7222
67991,432769.3968
165486,451872.8069
63600,469688.8639
110049,383341.0022
112307,357403.9899
10157,316197.0545
74635,452923.1085
25784,396619.9845
107059,444976.2381
30356,451918.3622
87516,711459.8567
10936,539581.6414
88543,374965.7772
139877,406490.6291
42424,378504.8001
52670,428956.1882
166867,560753.8592
101107,523170.9463
76199,453912.394
80888,347577.8109
9911,299568.3897
156640,421875.235
102356,412539.0546
48860,318218.3474
102849,712407.5727
138105,375853.1674
117983,399292.158
93922,377720.6667
46238,315922.171
59022,654651.0833
106646,456693.619
120040,499887.2115
126172,377492.2034
168000,437622.7703
80749,440324.0231
131491,467042.0534
112112,594844.3952
47501,319907.3673
13728,365163.1307
101768,317675.5303
6316,309979.1841
126098,690029.4974
165,303402.9735
19524,390909.5265
150677,427081.2822
59379,423816.9531
74454,370952.1211
175450,672400.873
89244,534156.3521
116506,382477.746
147339,458013.0756
74001,477089.9776
90922,355051.0643
1820,423757.3886
110186,319481.455
62682,375138.185
89581,463803.1212
137848,435507.1469
161798,413667.2369
170742,448756.5997
82918,375392.2322
37679,300585.9776
154926,476498.0395
149598,431800.7852
44725,321908.2441
90766,527561.2007
148899,407013.3723
126592,374854.3378
157908,433379.0052
113713,423330.3294
148870,692026.0477
165510,443598.9728
101470,377694.9524
51743,338685.9286
27173,253112.1375
27812,287619.2774
95488,343816.2294
173154,642129.0926
121352,381958.2981
143803,531769.002
63373,332954.7082
1386,320084.6659
163514,556487.3299
35643,288133.1856
120579,532950.4238
128369,396020.8333
141816,436485.0662
161838,517015.1733
71069,340113.854
77131,424053.841
17667,332683.8611
52148,355469.9881
72854,477308.193
102035,467042.0534
111359,440052.0851
17719,332683.8611
123306,355698.9876
161864,505017.0253
180849,575286.6531
160993,452822.872
162321,372911.9146
46481,321962.7549
79814,407647.9697
137789,565538.5558
54212,318164.0284
33512,316044.7742
57246,653188.3157
183567,613928.8652
126709,396970.4701
38938,340341.6026
31497,378404.5011
43094,348891.468
40278,306242.9876
174057,620869.4903
88538,374965.7772
78488,501615.5145
170729,648460.9524
173992,528138.4286
60975,473821.7061
54718,292646.1346
178130,613095.369
133730,397707.4694
70033,457971.37
43395,388054.8836
142569,471000.2781
25880,292646.1346
139537,392042.0957
3465,340317.0291
40735,406021.234
162957,511434.7731
83356,502997.8691
32897,325113.546
49245,298694.9584
60337,285214.6204
139769,488697.42
52326,351760.7778
162813,461938.9438
180789,549843.0943
49386,393175.5433
33541,335797.997
159352,455452.6438
42027,352441.7724
155370,416606.1455
143725,466790.4255
131769,413086.4773
139885,406490.6291
93808,402907.4601
10639,276087.1085
168611,637599.3794
167653,621978.6744
123170,352271.5048
139150,335534.2973
62622,468822.0756
168689,670165.482
18566,292917.9117
67121,305762.9277
119193,461915.973
75320,507573.3978
185227,602926.1977
59316,419171.5415
42962,340604.943
51540,245448.7637
37927,349195.5311
85155,317300.3706
148730,437816.1745
182768,686171.3666
21816,330698.3608
119821,491246.872
53803,308631.3484
75672,500371.3771
164062,569518.3205
9801,547410.8194
90516,544666.7795
126543,384931.4919
20563,261513.2515
173167,380329.5992
165546,624506.8007
140696,472507.7715
60885,530761.7293
71010,356275.2396
65245,429330.3413
7762,299142.5957
162332,476531.0152
132065,388444.4667
163315,552491.9227
94896,374582.7153
13990,399359.8333
86695,440045.2679
136032,595995.1574
181973,579622.8163
70720,569548.8673
176320,672400.873
123988,633180.3854
75446,532415.1856
165520,443598.9728
95499,389921.6354
73362,417728.4183
115013,321478.3264
170250,508899.2025
117752,570647.857
120534,639824.9644
43110,327139.3581
173316,521330.9874
163348,467730.64
167196,559446.7903
8539,610957.1032
57416,372386.118
147688,429045.7254
48843,284986.8366
123483,413301.9048
91781,361070.5015
57502,258061.675
41380,391208.7478
71368,475496.9574
90332,399863.7194
56200,366829.834
59273,436133.485
59528,550276.3686
142978,459584.4876
62463,413956.7991
151089,331246.4841
159388,431771.8263
15000,310425.2472
124030,441723.6826
146762,350912.8148
32542,260099.1987
44504,409507.5708
154438,510508.0808
92711,447950.3678
26861,409593.3333
154130,478073.9167
108177,446934.5039
85561,384463.0806
29523,295080.8501
162190,603796.6825
137744,387184.909
141614,417497.5696
154095,593253.4906
177433,741321.2327
16212,300619.4032
138324,499712.5397
179772,689689.6396
80229,528962.0455
146601,541410.3475
90354,407460.2482
16620,319893.4292
144520,460493.5498
43671,340491.4345
151379,441517.4286
43516,424497.8214
114780,380806.5177
48679,419668.3219
23310,301397.4138
82078,667526.8499
161637,350830.8452
97266,369194.1786
25975,302782.0186
183280,613178.2928
143522,396411.5705
82873,359943.7763
111022,499450.6068
170004,400666.0367
149233,484334.5149
11335,262023.7579
178323,734265.5196
117545,439887.7423
104197,445265.8738
114280,472465.9138
30527,289256.8165
42651,368814.3275
123646,402172.482
72689,450397.029
78646,478138.0743
50032,350193.2695
167436,698281.4147
25911,289857.4921
140037,423330.8334
117935,521626.2745
122922,352632.7759
28738,326470.6933
129413,419947.0207
65411,566866.1827
20519,266333.2958
148799,506878.5503
96848,359020.3884
167854,494305.46
90027,405265.3471
124583,383010.4463
123841,401395.9538
143815,503453.5149
100928,313191.4793
64554,418448.4004
27802,287619.2774
55996,292917.9117
168480,430290.8042
18511,398383.1825
7174,311147.7446
107447,366803.2337
109945,362428.217
109304,517015.1733
33225,259954.3645
31504,303850.4955
85162,317300.3706
164868,436852.1687
102092,427548.3486
5618,332909.7413
45425,371213.5651
127376,466113.1356
156938,456388.9281
127635,404953.4196
111774,613006.6818
141311,692927.1657
68733,403349.6104
171431,552250.7365
57288,283635.3738
147560,616456.6668
83283,523374.1367
180470,509757
85424,453352.0756
30049,306084.0442
138841,447480.7619
138637,401266.7369
178178,751699.1336
69976,504950.2189
139744,476084.2067
58256,309823.6946
104665,456321.131
169191,597536.0459
55984,464740.5404
40354,442052.8286
59813,276675.0443
142178,362190.3377
104367,499336.5354
135075,377476.6744
16278,306478.2714
49191,458903.1966
95010,439223.1033
179668,584671.6429
111338,357706.0678
76006,425343.578
106534,475907.778
78933,594587.9229
76196,523921.1667
110996,450753.8263
145016,440423.617
133526,472521.3686
67069,543557.9414
77499,334346.3032
51668,359601.8684
64752,496233.8386
148430,427081.2822
63329,321574.2364
173406,474686.3653
79182,369237.4462
139963,513370.3491
119727,361852.6952
14184,325113.546
63325,620869.4903
69906,580540.3986
150715,578101.6042
10423,331925.8954
13226,381914.5959
166355,451339.4147
162216,535238.5004
43071,306139.2399
103161,423638.6587
168506,591605.7625
30707,472602.541
54877,422169.4506
77637,333046.1633
54304,294433.1598
71775,618799.6429
116543,323405.4843
18877,377037.542
98865,443679.2568
169535,554359.6059
155674,417295.5032
46410,395548.937
25354,328779.9133
149242,376827.6019
156019,547676.1472
2372,225512.6012
167793,502260.7258
13539,343827.3623
96889,532713.7007
12180,270721.9313
30975,440363.6131
142091,579295.2124
141417,506325.3333
88385,492579.0044
118140,474493.3789
130703,399067.0445
78738,421755.5328
31269,329942.3164
109042,516455.1359
48367,488456.5852
169027,514052.5798
94564,374854.3378
69161,568414.1266
109455,628005.671
102048,467042.0534
142061,706945.5518
80360,378403.2376
108330,404275.8383
45894,270423.1335
184619,689875.5587
44807,304457.4411
86934,401673.6667
99343,383176.2786
168916,478229.7817
89276,619379.8249
51815,339642.2148
125813,435460.87
107171,396115.2848
154642,389305.4885
10072,315356.9936
68097,341835.3096
160821,598979.9964
19655,318583.0276
142752,419779.4924
36940,306411.3666
111126,364580.8827
596,249614.812
71019,356275.2396
4479,307847.3032
55848,418709.4603
85188,405802.3407
125357,356366.7976
14647,303277.6211
162730,511434.7731
150653,427081.2822
120056,409979.4816
169156,597536.0459
67935,509302.5063
174388,735734.8926
182913,663951.7997
54148,314810.8717
131866,578496.9065
149984,462187.6613
159985,489219.409
95496,425480.8303
112843,419982.1556
49524,305380.8416
27369,260446.1755
30825,402733.2881
169753,646462.881
92534,363966.0476
129225,403103.0852
13062,326935.2799
130722,463589.5246
134157,415721.9643
165859,550819.6634
66301,377969.0839
83618,439341.4208
107691,442472.3341
105232,383808.1416
48298,472200.652
40648,344523.0801
71976,480204.1515
72896,410406.0672
74551,366058.214
44973,318740.2838
29347,319611.2836
141919,435789.5513
106300,356778.5133
131980,516455.1359
133141,436396.2897
3973,353237.666
40519,322801.1453
180446,633133.2936
175025,575976.9493
75064,428065.4881
18793,315561.8126
149491,427081.2822
154754,558784.13
132371,413174.3773
134999,449652.6706
165322,552943.0723
108805,473564.9095
140691,472507.7715
156367,465262.1469
85858,558143.7981
152700,405619.0938
185104,531635.188
70218,434659.5317
10393,340503.0889
165123,511392.2619
55106,423537.4648
88369,429436.1297
41779,517112.7733
130816,382564.6228
31211,333855.4306
166757,697990.169
108437,350023.8544
185814,698064.3857
73304,395480.5911
148656,474580.7659
84559,351546.4633
151222,427541.4433
2069,207606.2857
182640,689515.1139
157520,504798.9162
153201,509054.3742
51319,423462.9082
167197,505327.8985
56328,538277.0677
7586,344270.0704
4962,343468.7341
17286,281502.4686
17996,312338.8973
136652,449544.8811
107533,385931.8181
35676,285211.4338
63528,472071.1044
88024,400039.9516
92245,446395.9568
121431,515126.378
117675,437665.9973
134315,531165.6054
80382,435409.5779
5676,304615.0119
85834,422569.973
7544,301655.8468
76545,336901.3892
182269,726072.6485
115301,397265.6556
184499,534663.2554
89274,649008.721
96978,454233.0355
22476,318070.0072
43684,340491.4345
103852,554140.4713
6660,297021.8135
149136,381064.1767
55623,349443.1764
154963,389305.4885
118607,363371.7646
66046,403419.8491
50815,372355.6131
88378,491898.4858
47559,382321.4563
96116,477875.6667
31651,290180.7406
141186,585975.0321
142321,703533.6315
47123,288860.0034
176333,600356.471
3011,358503.1119
68006,616843.7738
183387,465203.2882
36465,370421.8443
39670,290302.1956
173044,475121.966
7197,307213.2302
35841,407774.632
185880,728650.7619
64929,662066.8571
99553,436003.1731
59246,299568.3897
122401,371910.0307
5750,276855.6996
54602,299262.2879
57503,272669.6294
139988,437235.1862
61441,628409.2774
3816,419785.5336
157223,474575.3867
45836,373026.554
155755,384754.969
1314,212676.6519
172283,491517.8841
183939,718416.5267
102449,430250.255
130038,432331.5296
69337,728448.26
59437,283110.1647
100231,444390.0629
184320,539156.221
121624,454530.9825
175778,461340.246
49838,325073.8114
112596,492579.0044
92825,737834.9169
3175,360280.5645
20599,301520.2525
90059,501370.6188
8718,260900.5243
56904,570541.6014
140415,419779.4924
45486,359926.6378
72264,408589.6225
102129,451283.2523
5083,415846.1989
23403,382431.2976
57581,494017.4521
165475,442057.7048
88985,471043.5089
30967,420424.1544
19270,441388.8013
39924,268933.5705
52520,543745
151658,392511.4115
145774,553296.9195
52004,316439.9533
109232,380319.3442
32071,280110.3998
421,229741.0159
150070,508705.7679
157555,453978.3211
141514,400143.2363
137558,592896.2347
155571,482497.9911
162016,517015.1733
47743,318635.9147
42863,349220.9206
60316,377486.6959
119376,590616.1277
96534,529391.1452
97787,462832.9435
46854,324792.1438
131197,406682.425
45750,347191.0027
75580,680167.7222
122938,507892.6881
24952,274675.7484
8713,260900.5243
29044,357894.1528
33794,337784.3579
155354,576187.7886
174630,631614.1863
357,233026.6714
52446,396681.8333
173530,554280.7744
9167,281076.9393
2712,269959.8319
34228,476461.2828
14795,302027.5053
101108,523170.9463
182805,565860.9405
101314,540057.7894
71207,367192.5769
24463,328893.7937
161441,457645.5
62066,317556.7273
140608,494571.5984
9901,299568.3897
167009,494527.403
70131,324406.5762
111696,546669.6563
69883,578327.7355
68434,414677.1466
10786,322177.8203
104011,467790.4286
108425,350023.8544
120804,431844.8843
26582,334650.6946
20975,428303.7643
134633,485598.5001
97941,449699.6285
107642,470762.1032
161902,480956.1725
100312,693994.5951
95448,363178.208
21815,330698.3608
149382,615334.1237
74108,477013.704
123994,633180.3854
146443,417258.0865
108700,366888.605
22001,478409.9994
74783,381451.2704
119865,381882.4586
141913,398501.2433
74995,492711.2782
135235,348167.5327
48589,347188.5616
914,246733.0452
119943,401814.4936
99440,334346.3032
144341,649689.767
97930,510492.5966
90951,400432.8192
131041,360807.1676
84731,413730.8366
135546,470681.9974
127448,419779.4924
61300,360955.8295
63131,374926.8586
25238,319907.3673
180340,635775.271
99506,333046.1633
183854,682646.29
94910,419999.702
44500,285072.0165
63085,318834.3399
164640,472363.9672
16313,377674.3571
132985,411463.6717
101842,355698.9876
5938,441230.5444
44937,298717.14
170855,492180.1907
40121,291232.7102
74424,393200.3909
156663,583419.7195
181734,728737.5506
109020,551766.1039
54192,331781.2452
121171,528063.6294
118207,688785.2766
103252,450915.1732
46896,284519.4332
175241,705966.909
9111,536695.1389
172947,421903.1429
60940,504017.9302
77395,383548.2919
83691,469474.9762
11241,408636.3333
58884,368560.7838
33511,316044.7742
35455,284112.6125
134929,459537.2857
127658,426285.9114
74414,408944.0458
23654,305624.4096
41430,299861.9726
96127,635804.1833
66839,330163.368
68946,395758.6722
167240,639869.2161
75029,455482.6542
164287,502330.061
7830,327045.2844
33316,303850.4955
59853,423757.3886
77185,410661.1208
131362,372911.9146
60057,387774.3987
62703,442554.4537
7301,269721.0026
62430,453966.4983
90275,532415.1856
41898,667244.4261
147521,409676.6975
16961,356672.6737
51376,337122.2971
115157,404559.8511
120634,575358.1905
125261,351298.4534
95547,456958.0342
3515,353237.666
76413,427895.2307
170768,602362.4738
127634,434256.4784
66815,658375.8571
5490,388209.1615
142611,400062.3857
65774,505997.2748
92958,522189.7024
84749,455654.8933
116909,657638.7156
85064,313876.1941
94989,555134.9882
185937,733544.5219
67686,404916.5581
132595,456097.1423
45139,406586.3012
29101,337122.2971
20069,330698.3608
22550,265797.559
174839,577103.0952
114955,570521.5252
146788,341274.6447
83092,531305.1522
135246,391492.8169
61802,628409.2774
137382,457393.1862
145401,381190
58300,306050.6479
140496,384199.7094
149481,427081.2822
136826,507782.9247
69083,548167.8929
149913,394073.9819
105985,497558.7888
112379,460493.5498
24595,287871.6513
170528,478727.7559
137587,678465.3717
50622,430517.2976
20491,292646.1346
20537,261513.2515
18157,357313.3276
157941,611833.7738
92700,570009.6987
123974,502604.6273
173075,424273.1646
141277,482383.7147
112473,407874.5398
75725,574559.6251
148084,660884.1545
163134,530165.3516
169551,452015.102
97936,449699.6285
5409,380765.1104
181576,531461.6597
176565,727806.1429
69920,452229.1364
155355,522822.6272
169526,556283.0084
175592,582097.6242
11800,310571.3322
76885,434263.4421
150140,492045.5395
15952,388787.8821
163132,416912.2661
182445,569047.2656
1689,288311.5708
43974,311587.9904
15651,278568.5633
51632,318182.8571
44152,288684.8891
79260,535087.8566
126131,479389.2479
146446,451257.7652
35453,284112.6125
24575,426901.1389
153177,459966.1956
11722,317959.8973
13333,330287.3551
155121,637067.1076
101310,540057.7894
53959,529248.9852
23876,316280.1093
126643,479632.1429
86844,564379.1559
53505,304721.4878
180050,714496.5267
1112,397622.9892
181162,546128.6667
57024,396161.905
87181,367997.0476
1248,316656.1345
59383,423816.9531
162369,457290.8412
133350,664804.5244
99669,381064.1767
34764,564171.4797
62298,419006.2718
35998,388934.8675
1607,289355.9674
32970,417348.4978
26641,466447.0433
175224,708485
110327,344248.276
156595,508440.1333
163067,456572.3293
60715,391047.0704
150551,480262.6478
58057,523069.7945
175585,582097.6242
15757,295730.6069
20005,307039.9888
60657,375542.3644
81819,417777.9643
174859,644630.0307
107651,579189.0068
145839,522613.6068
109597,386800.3175
64677,334180.6497
170987,330056.0538
132448,643183.162
615,249614.812
328,338067.2994
170503,457053.95
54169,405696.4881
101792,347665.0884
53716,290773.2653
118305,431433.6021
159348,455452.6438
47524,303897.1431
120095,414428.1865
89161,506770.4469
122216,358614.9051
22639,293895.3219
105567,614709.1178
36501,300270.1322
90278,532415.1856
176235,561081.9875
133638,410941.3659
49178,353498.4476
25528,308277.0188
47155,369329.307
69881,511235.0512
78321,501161.8611
55247,303850.4955
86287,689362.5324
105381,520487.492
81889,381448.6488
114435,322925.5156
60550,270772.5051
85101,338146.5972
87805,524515.9579
21257,308739.0632
57009,299063.3958
57447,327933.2607
96458,466113.1356
133136,472512.5817
5000,294273.8907
42652,368814.3275
23784,330840.6667
11571,307391.8664
162263,477079.2142
185322,555619.0822
95243,389921.6354
98025,449699.6285
121413,515126.378
16255,288881.5297
169864,625793.9224
65094,319771.9843
106745,374854.3378
35269,335925.0434
182962,652459.6935
67245,308986.9067
146159,480084.3229
67199,350134.9224
153321,531094.3333
171081,472189.6831
64169,452782.3627
59992,298625.9986
87375,529340.3683
45489,353710.6629
133891,437978.1816
28201,380973.2085
181799,561111.7367
128771,520273.3751
100544,408589.6225
117827,549772.4297
125112,547287.7882
41283,311768.4514
143488,452734.494
132026,531365.074
154774,530426.4917
181316,693990.9276
26452,261083.0189
69192,486334.8734
48876,277830.8425
23995,290098.9729
114699,338722.0595
14429,457558.1058
29310,521580.0838
155233,387712
140675,455543.621
149085,387843.6628
32887,325113.546
124252,446397.5308
101533,418486.2857
133377,397483.9841
166041,437677.3578
40559,314438.7879
37378,391788.2343
33652,339847.2897
114468,372821.034
74715,416594.6033
64519,703524.4167
152802,439479.5563
53278,441867.0721
34834,345724.2302
124152,384463.0806
136017,490040.4095
154630,389305.4885
179253,661423.9116
146936,422815.9746
97021,392361.9361
1925,326288.0238
177820,587414.4667
83330,470212.3477
145449,364713.6699
179983,731657.4759
167017,465553.6711
143174,432603.315
42152,345801.5287
118433,337037.8121
1085,324321.3383
108,237214.5257
21504,406196.3203
29908,298716.2278
70316,499852.2266
147948,613271.8333
98363,316315.0548
162615,511240.6994
13447,343801.7892
181211,605091.8599
